hospital_bank_id,hospital_id,authorized_signatory_name,bank_account_name,account_number_token,ifsc_code,bank_name,branch_name,tds_exemption,cancelled_cheque_uri
48a6f432-e5de-445a-af25-754ba697dabc,fc2d21cc-7648-4ebf-9a20-d6c993088189,RAM PRASAD RAJBHAR,Medical College Hospital Chandauli,ACCT_1VFFKX5IKAE671IA,MAHB0WRBBCG,Union Bank of India,Chandauli Main Branch,False,s3://up-ab-docs/CHQ_CUODA0ZU1FS2.pdf
2e212232-fc0c-4339-98fa-bded8723cc2a,842d46e3-3d55-4b31-b26b-b9801a0918a8,ASHOK KUMAR,Shakti Maternity & General Hospital,ACCT_GEMVI0NVN9Z1YNNU,PUNB025VREB,Bank of India,Sultanpur Main Branch,False,s3://up-ab-docs/CHQ_Y67EG1XWFDE9.pdf
71abdd23-85cb-4175-9982-2865b47ea064,889a8e3b-c080-4fd6-a51d-2a0f9a940daa,VIVEK KUMAR GUPTA,Trauma Centre Farah,ACCT_ZFGFVOAUX31W24KQ,HDFC06N3KL4,Allahabad Bank,Mathura Main Branch,True,s3://up-ab-docs/CHQ_Z08UITMA1MLW.pdf
384d9d28-54ad-48eb-90f6-b5919579deb5,bdfff4f6-d719-42e0-a099-2bc29e5af732,DINESH KUMAR,Sub-District Hospital Agra,ACCT_5YO0FHI75A7SYDFM,BKID0Q97FKA,Allahabad Bank,Agra Main Branch,True,s3://up-ab-docs/CHQ_XJ6A1VUB1GOZ.pdf
205cc5ee-2919-40b2-a75d-3188d623e1ea,2ec17cf7-15f7-4bc1-b24c-0fad95e318a1,SHIV KUMAR,Shakti Children Hospital,ACCT_SJSZXLZZG40XWN85,MAHB0FBIIUA,Punjab National Bank,Aligarh Main Branch,False,s3://up-ab-docs/CHQ_AL5G9B72R9CF.pdf
817cbf7b-fbd2-4178-b276-af1704e5525a,1cc54768-2d4a-4929-b71a-faadf9b03af5,AMIT KUMAR,Primary Health Centre Fatehpur Block 8,ACCT_QSHCQBSC0ZZNQC0O,BKID0B0GKAT,Allahabad Bank,Fatehpur Main Branch,False,s3://up-ab-docs/CHQ_N3UUYNMXT94L.pdf
e768079f-a8ad-4394-863a-87b2137c0f2f,7469f721-a5c5-442b-8175-ba3e661ee28a,SHYAM LAL,Krishna Multispeciality Hospital,ACCT_LFZJWBY59G531B0Z,UPCB0TQQE6P,Punjab National Bank,Siddharthnagar Main Branch,False,s3://up-ab-docs/CHQ_T4ZZEXWNB0P4.pdf
3fc23e53-3973-40b0-a4cb-08aead9d0960,07493c1c-2032-4f04-a8be-01d65e5d0a51,RAJU YADAV,Trauma Centre Firdauspur,ACCT_021C2V08F7VXHFHY,MAHB0KMK8MY,State Bank of India,Bareilly Main Branch,True,s3://up-ab-docs/CHQ_GH2B4Z8JZIP0.pdf
94a54726-3f94-4642-b11b-00b17bdec34a,758813dc-97a7-4005-8104-a90e216eacfc,ARVIND KUMAR,Durga Cancer Institute,ACCT_6G2C7G5WME30O06W,MAHB00U1YQL,Allahabad Bank,Kushinagar Main Branch,False,s3://up-ab-docs/CHQ_IPO6Q0P6815R.pdf
da461d36-2bdc-4537-8e43-0f4839ba976a,b67f38fc-b061-4476-b9df-fa4782aa80b5,SUSHIL KUMAR,Combined Hospital Bijnor,ACCT_WKEJL5EK0HHS4WF3,HDFC0F6EYV4,State Bank of India,Bijnor Main Branch,True,s3://up-ab-docs/CHQ_6IT5ABRMIIXX.pdf
a990656f-1850-41c9-87cd-4dddfec0c699,d69260e4-339a-4592-adcd-ab5e5fab0286,RAJU YADAV NISHAD,Women Hospital Varanasi,ACCT_EEZ9RG4J9IVR79EK,BARB08AW8QM,Canara Bank,Varanasi Main Branch,False,s3://up-ab-docs/CHQ_YSPMRUQGY9BU.pdf
0b6bb11c-3cb2-43ee-9a69-76cecc1efc66,01b1ac9a-b279-4287-b7c9-672a9f739faf,SHYAM LAL,District Hospital Deoria,ACCT_LWD728ZNXMR9EM97,BARB0QA85H6,State Bank of India,Deoria Main Branch,False,s3://up-ab-docs/CHQ_INZ9FGV2L895.pdf
52baf880-3c55-4273-8bcd-3f2dc45c4934,2c47cf2f-06c6-439a-8bd4-b8057bc14e83,SURESH KUMAR,Women Hospital Aligarh,ACCT_YNZKW7LUB514TK1J,UPCB0X2QYVR,Union Bank of India,Aligarh Main Branch,False,s3://up-ab-docs/CHQ_D0EXXEHF228N.pdf
6dc952b5-35e2-4b65-bae4-92bfeab2f178,3bfa5202-683d-4c96-b57e-d90f4e583b89,HEMANT KUMAR,Dr. Verma Heart Institute,ACCT_F9AP5BWORFJXRMW7,BKID0Z9MUK5,Bank of Baroda,Mau Main Branch,True,s3://up-ab-docs/CHQ_HD54Y0EPN7DA.pdf
f25d7653-5273-4872-879f-3be07b961d24,7930b01e-fe60-4367-b07f-3ebc6726b6e3,ASHOK KUMAR MISHRA,Zonal Hospital Amethi,ACCT_6WVQWOYH835S0C3Y,UBIN09XDQBH,Union Bank of India,Amethi Main Branch,False,s3://up-ab-docs/CHQ_C674D9JLRR5R.pdf
ec26355e-a17e-4bdb-b4ff-f3f18ffbc20c,ab7a702e-228b-4579-ae2a-65c150f833bf,DEEPAK KUMAR,Zonal Hospital Sambhal,ACCT_PNGXE8JV1VFI7GE1,HDFC0E55LUL,Bank of India,Sambhal Main Branch,True,s3://up-ab-docs/CHQ_FFMDS1X6E3ED.pdf
a60698f3-db7d-45c1-bfea-2d2f0b0fbd58,4829e973-f82f-4764-b305-7e52cf548e68,RAJU YADAV SINGH,Gupta & Agarwal Multispeciality Hospital,ACCT_KNWORRNH7NDB9XWN,UPCB0F12AAE,State Bank of India,Saharanpur Main Branch,False,s3://up-ab-docs/CHQ_LDFPOV6N0ZBR.pdf
2e26ae19-c322-4a07-b972-babee62e16e4,a8bca0d7-22da-4393-aa6e-c853ffe030e7,RAJU YADAV,Tiwari & Singh Orthopaedic Centre,ACCT_ZX1NXY2QTBU6SRY8,BARB0I15QUU,Allahabad Bank,Aligarh Main Branch,False,s3://up-ab-docs/CHQ_DE6F1GZA73PK.pdf
96caa1f5-325c-4bfd-844f-69c640bd86cc,20f10240-070c-42f6-a7aa-4152217b8794,DINESH KUMAR,Women Hospital Azamgarh,ACCT_D2HQ7PDOH5NQNL4J,BARB02CJ1B1,UP Gramin Bank,Azamgarh Main Branch,False,s3://up-ab-docs/CHQ_DSI5BGGQ9O53.pdf
fe6fcbdc-334a-4ad0-a048-3a81e0ba1010,c0ac23d2-7ed2-48c4-be3c-67f131b622ea,RAJESH KUMAR,Trauma Centre Banda Block 7,ACCT_C5CWZWZSQYSSLGN8,BARB0PLVFFT,Allahabad Bank,Banda Main Branch,False,s3://up-ab-docs/CHQ_R1AQCVKL2P79.pdf
39168fbf-eab8-4716-8f05-1027589cc59b,14622dbc-3e07-4dfa-83e9-fee29cb49118,SANTOSH KUMAR,Primary Health Centre Mainpuri Block 6,ACCT_HZ6XM0L7H4ZKW1SM,UPCB07JY6P0,Union Bank of India,Mainpuri Main Branch,False,s3://up-ab-docs/CHQ_JRY4VE0KX377.pdf
71872462-a637-499e-bef5-4c5ce64de633,7874e354-349f-4c7f-afe1-cd8abcbf9343,VIVEK KUMAR,Mishra & Singh Multispeciality Hospital,ACCT_19PQ43BGFFDJBFYG,CNRB0LWS0E4,Union Bank of India,Azamgarh Main Branch,False,s3://up-ab-docs/CHQ_9PC3K7X8YCLE.pdf
f812a682-d513-4841-86f7-f72543181821,415e594d-ec73-4fd4-b01a-0eae58bacad9,RAMESH CHANDRA,Laxmi Surgical Centre,ACCT_MBYCQ5PEL1PI6H14,BARB052YTBN,Allahabad Bank,Sultanpur Main Branch,False,s3://up-ab-docs/CHQ_LX3SIRFOGNMX.pdf
2f6bd817-203f-4e9f-bfab-f1829437e86e,8b5dde1e-f33c-4840-9ed7-e11c9ef89c2d,SHYAM LAL,Dr. Tiwari Children Hospital,ACCT_8JP6BEMIQ17X5B6L,MAHB0ERM1SY,Canara Bank,Chitrakoot Main Branch,True,s3://up-ab-docs/CHQ_HIEI2DNYHMU6.pdf
7d4b64c5-5ecb-40f5-9463-a66229b5a281,f7254784-38dd-420f-b5df-7b8d170d3452,VIRENDRA SINGH,Pandey & Singh Maternity & General Hospital,ACCT_HNZNEK6O5V1GIZSV,BKID0YRGNME,Bank of Baroda,Moradabad Main Branch,False,s3://up-ab-docs/CHQ_LGQ2T9521ZW8.pdf
c5ad066f-d143-4619-a76a-08c51ea17ab4,03980638-e27c-4ced-8df0-ecfead3b8496,RAJEEV KUMAR,Medical College Hospital Mau,ACCT_YEN5AA3FGY4Z2TED,UBIN0L3QKR8,Canara Bank,Mau Main Branch,False,s3://up-ab-docs/CHQ_ZF2ICBE7C8NR.pdf
e40782b8-8bf5-4f59-a49b-25d492db2014,fe6b0548-b615-4c70-acb7-dbf0b2167390,MANOJ KUMAR PASI,Combined Hospital Banda,ACCT_VDFMGMG70YESHIIV,MAHB0MNIMUK,HDFC Bank,Banda Main Branch,False,s3://up-ab-docs/CHQ_F8CLOGSY39C4.pdf
be76cea2-e90d-4bc4-8bb6-51036ae247f3,85d41920-65fe-4bee-bc7b-77c3b478e92e,HARI OM,Urban Community Health Centre Moradabad Block 8,ACCT_PP1V5DJGBJ20I648,ALLA0MHOBVE,Axis Bank,Moradabad Main Branch,False,s3://up-ab-docs/CHQ_371FBH23YF6N.pdf
723c2d11-8f9c-428c-be72-ea62cccc5553,2bf50a3a-2318-4c54-ba0f-e5797d1825e9,RAJEEV KUMAR,Trauma Centre Barabanki Block 8,ACCT_TTMCA4YNITTS3Q8O,CNRB02EYJRH,Canara Bank,Barabanki Main Branch,False,s3://up-ab-docs/CHQ_6K5BKM8LQQKX.pdf
ec9636c2-8c4f-46f3-9805-8041c0f5505e,55aec539-fde1-4ea1-8ae6-a6c140b652a3,RAJESH KUMAR,Community Health Centre Kushinagar Block 2,ACCT_83TQD7UCPLI5V8SN,UPCB07NEXEN,Bank of India,Kushinagar Main Branch,False,s3://up-ab-docs/CHQ_XWRVDN2I7QN5.pdf
c5e58a0e-f7fd-4b81-9171-354641441b10,678a9d99-f865-4498-9cdc-2793d64799e1,AMIT KUMAR,Sub-District Hospital Prayagraj,ACCT_WUJJUPTVAV2NYMD0,UBIN0Y8WMW4,Punjab National Bank,Prayagraj Main Branch,True,s3://up-ab-docs/CHQ_4U9JG9NRQYBJ.pdf
5304b769-965c-45c2-80b4-d74ba7ba888c,60982dad-6a46-4042-8070-db1c1284ef78,DINESH KUMAR,Urban Community Health Centre Fatehganj Purvi,ACCT_J1SZ5X99STIPRH0L,BKID0O2OCBL,Bank of Baroda,Bareilly Main Branch,False,s3://up-ab-docs/CHQ_KOKDMWCANTHL.pdf
4aaa4bb0-bfb0-4dca-9525-0de8e84b5751,369c4792-d860-46d9-9e91-928c88baf369,GUDDU KUMAR,Primary Health Centre Kanpur Block 2,ACCT_PGG3JSD22RZ3L54X,UBIN0G4ZDZ9,Canara Bank,Kanpur Dehat Main Branch,False,s3://up-ab-docs/CHQ_1OAQWXLQK4TQ.pdf
82841699-33cd-484d-a3f8-0e59c7b5fb8c,6e6ec9a2-31f0-4e47-96bd-7c837cf0470f,ARVIND KUMAR,Agarwal & Pandey Surgical Centre,ACCT_GXH0RSR172M4Z77S,UBIN0HW0X0Z,Axis Bank,Jalaun Main Branch,True,s3://up-ab-docs/CHQ_FH7PCQE0FITI.pdf
0881ad58-740b-447a-b0f1-2f5e06c1fcae,c16b7c0d-590b-4fb0-b2e7-3bb1c0f81008,MUKESH KUMAR LODHI,Zonal Hospital Meerut,ACCT_3L82NN1FH0QKB1IO,BKID0MD5P7O,Canara Bank,Meerut Main Branch,False,s3://up-ab-docs/CHQ_XS8D0V1WEQK1.pdf
c3ba3087-e894-42f3-abc9-3f35c2aa71a4,1ea8738a-f517-427e-8744-9c7bcab365f0,AMIT KUMAR,Trauma Centre Hathras Block 7,ACCT_HVO8PIZ3E80PQBW2,UBIN0LX0ECL,Bank of India,Hathras Main Branch,True,s3://up-ab-docs/CHQ_9OKATWR6K90D.pdf
c3381498-3c00-45cb-bcf0-6cdbdf80c338,3ad4306b-33ba-495a-be38-434868832ac7,BABLU KUMAR,Urban Community Health Centre Patara,ACCT_3Q1A5QGFYCTFRM2X,BARB0EGBGIF,Bank of India,Kanpur Nagar Main Branch,True,s3://up-ab-docs/CHQ_SU66AFS3XGYK.pdf
1bec56e3-c402-430f-bfae-2adc048d7863,0eddfa85-d109-42c8-8fb8-739048a7a330,LAKHAN LAL NISHAD,Community Health Centre Saharanpur Block 7,ACCT_G0BHT0E5TY71KV7Y,PUNB0UD76H7,State Bank of India,Saharanpur Main Branch,False,s3://up-ab-docs/CHQ_6CY80DUSK4PE.pdf
4d77d64f-5d6e-4b3e-8937-5839e6806335,7f08db5a-758e-41ff-9702-28fa6d926ea2,RAJU YADAV,Women Hospital Lakhimpur Kheri,ACCT_JHML9VLQV2XTK1D9,UPCB0QKT17A,State Bank of India,Lakhimpur Kheri Main Branch,False,s3://up-ab-docs/CHQ_24KZVD7X2176.pdf
e3bb17bb-d535-44a4-b90b-195f705db7ff,27056224-0cc0-4751-97e8-82aa00a12121,NARESH KUMAR,Sub-District Hospital Mau,ACCT_Q90TPI2PMQH7J2SQ,HDFC02K1U7Z,Canara Bank,Mau Main Branch,True,s3://up-ab-docs/CHQ_K0546J83ZQYS.pdf
e5020193-11e8-47c9-b9a8-70036005b525,b5f97da6-b51c-4684-ae37-09d8fc8ac3a5,ANIL KUMAR,Urban Community Health Centre Karachhana,ACCT_PSL2IJ21CZA8ZRVK,UPCB032F7ZI,Union Bank of India,Prayagraj Main Branch,False,s3://up-ab-docs/CHQ_KMCWREF8QC1K.pdf
1229d7af-e9e0-495e-92fe-9a93ae24e213,ba6ac79b-a4da-4811-a342-a7749e9b06d5,VIJAY KUMAR,Primary Health Centre Bithri Chainpur,ACCT_Y34MY2CEYQ2WHE77,MAHB0AA8OZ1,Axis Bank,Bareilly Main Branch,True,s3://up-ab-docs/CHQ_SMS48K89NSLY.pdf
80642c41-22ba-4d58-8936-108d50124a51,37c2029e-65e3-4f0a-8c71-cb31a2f88e56,RAVINDRA NATH,District Hospital Amroha,ACCT_ONX4NC7NYBI8YZOY,HDFC0974YQI,State Bank of India,Amroha Main Branch,False,s3://up-ab-docs/CHQ_AA9QDYAUMJD0.pdf
483de27f-cd7d-4a78-ba19-58869696fca0,24a8ccd5-ac48-4d76-b7d1-46ad5da7d5a2,ANIL KUMAR PATEL,Community Health Centre Sardar Nagar,ACCT_50D6F0M9NKI0ZD5I,SBIN0626YFR,Allahabad Bank,Lucknow Main Branch,False,s3://up-ab-docs/CHQ_RWGUMSAQKWW7.pdf
6eb8ccaf-7b9f-4b1d-87f0-8905e18b7566,9c7f91cf-ca53-474b-8fa4-fa52c1f46601,DEVENDRA KUMAR GUPTA,Dr. Agarwal Multispeciality Hospital,ACCT_XVJKWEIMYZRWBGWN,CNRB0LJQGGH,Union Bank of India,Ghaziabad Main Branch,False,s3://up-ab-docs/CHQ_PN9GKNCE7TJ8.pdf
cde351dc-42fd-45fa-9e4d-d580fa11ffa8,84cb3c64-3ecc-4541-b8e8-f057bdb261b5,NARESH KUMAR PASI,Zonal Hospital Gorakhpur,ACCT_PT9UU61EBT4L1O98,UPCB0JH3T2E,Union Bank of India,Gorakhpur Main Branch,False,s3://up-ab-docs/CHQ_6MCZJ3FQ2A4H.pdf
0260daea-4a15-4461-988f-678ba5492422,dd570872-afe8-481b-a77b-40b538abea65,LAKHAN LAL,Zonal Hospital Mirzapur,ACCT_HEKE3JWJ1V9ZI75A,ALLA0ZLP917,Punjab National Bank,Mirzapur Main Branch,False,s3://up-ab-docs/CHQ_HC9JAIP9IB4V.pdf
b5833905-3218-4eda-86e1-eba6f6c59bad,537c7ad0-ba00-4d6b-84f9-77004e5657af,HEMANT KUMAR,Dr. Singh Medical Centre,ACCT_2AR0YXBBUT511BVS,ALLA02NA907,HDFC Bank,Fatehpur Main Branch,True,s3://up-ab-docs/CHQ_LYB67GN4WKYG.pdf
d1787def-21f1-4e43-aee9-66f6be05b53b,af0c2126-411f-4ebf-a509-5b165c8e064d,PAPPU YADAV,Primary Health Centre Bahraich Block 6,ACCT_B8D8BJCJ8MQXET99,UBIN0DI7YOH,Punjab National Bank,Bahraich Main Branch,False,s3://up-ab-docs/CHQ_LCOUAUY9QN39.pdf
c54c223e-604b-4b2c-b9da-5592034db75a,ab9584e4-0dd5-4187-a760-7dfa89cb6e08,SANJAY KUMAR,Saraswati Orthopaedic Centre,ACCT_GU7VVSNY1YRM5PGZ,UBIN0IO27RP,Allahabad Bank,Varanasi Main Branch,False,s3://up-ab-docs/CHQ_XY8VACXYD3TD.pdf
29cac2e2-20b5-4a1e-af7e-d5324a8a49d0,d9e9beab-32ba-47c7-b316-8c2019c2f0b6,DEVENDRA KUMAR,Dr. Sharma Eye Hospital,ACCT_JPCNLWG12ZXU5F3K,PUNB0Q0K9FJ,HDFC Bank,Jaunpur Main Branch,False,s3://up-ab-docs/CHQ_8EVFP8W8VRCZ.pdf
6ee79556-d1b9-4e71-b48f-ab290320c8e6,0c26b695-3200-4bf1-a4ae-9b9d48b07d79,VIVEK KUMAR TIWARI,Medical College Hospital Prayagraj,ACCT_NSQYR2ANK35FQZQ4,MAHB0ZUQFMN,Allahabad Bank,Prayagraj Main Branch,False,s3://up-ab-docs/CHQ_YF770WNMFPHB.pdf
13f5e6a2-a837-4df5-aaf0-26c822bc5bb4,35d13594-7d71-4af5-b9a4-593c846ee525,RAJESH KUMAR,Medical College Hospital Meerut,ACCT_58UN843VIUZANHO9,HDFC0QKPQO4,Bank of Baroda,Meerut Main Branch,False,s3://up-ab-docs/CHQ_CIZZP4NKJSRZ.pdf
4bc107a4-877e-48db-81ec-78466ada3405,dac7e629-3879-4271-8080-e2d19d7abe61,RAJESH KUMAR,Trauma Centre Mahoba Block 6,ACCT_92VQA023BZSB17T2,SBIN0LO72TI,Bank of Baroda,Mahoba Main Branch,False,s3://up-ab-docs/CHQ_63VA8X9G2ISX.pdf
c7dfdf77-e41d-4a4d-8f1b-7e50c421b337,b0f66a2c-793a-4064-8e9b-af17984a259f,DEVENDRA KUMAR,District Hospital Ayodhya,ACCT_KFEMCIECCTTXWW12,BKID0X6GLUM,State Bank of India,Ayodhya Main Branch,False,s3://up-ab-docs/CHQ_YFDZOGGSU5ZN.pdf
001ddcce-2d51-4dee-ae34-2a7c4ca6d144,f797271d-dc74-4cfe-b2d4-6f8490b5a758,ARVIND KUMAR,Urban Community Health Centre Balrampur Block 2,ACCT_AKBPMDZ153RI3FE5,BKID0EMXVQT,Punjab National Bank,Balrampur Main Branch,False,s3://up-ab-docs/CHQ_54ERU40A2DQ6.pdf
8993b9bd-bd86-457b-bc57-53b861998a3b,d3bcd033-d541-46a7-b8ec-8b8160691de0,LAKHAN LAL,Primary Health Centre Saharanpur Block 6,ACCT_ETOGSECZTUPCPGME,ALLA0SUEQVW,Axis Bank,Saharanpur Main Branch,False,s3://up-ab-docs/CHQ_IF5OTUF9568C.pdf
8f99bea2-e8a5-490c-8b91-9ecd09b4e1d4,b342c6dc-22fb-44bd-b333-9db0f6d69463,GUDDU KUMAR,Krishna Nursing Home,ACCT_9RG2T6X98VKTA2BH,CNRB0SGHA07,Bank of India,Gautam Buddha Nagar Main Branch,False,s3://up-ab-docs/CHQ_PRKWJJMEF587.pdf
add4b6f7-8a2d-4547-a3df-d0bc61d37389,9643f308-b07f-45ab-8906-08a9e8b27e58,RAVINDRA NATH MAURYA,Women Hospital Jalaun,ACCT_2NK29J6M2ELO8E5H,MAHB00BPY36,UP Gramin Bank,Jalaun Main Branch,False,s3://up-ab-docs/CHQ_64BYULY33DZA.pdf
d288a24e-40b5-47d2-ba75-137b4b546c65,c40bea65-5718-446f-ac83-17c68116b849,LAKHAN LAL,Dr. Mishra Surgical Centre,ACCT_FLHRFM1KFFFB4ZWP,CNRB0YRHDSC,Punjab National Bank,Meerut Main Branch,False,s3://up-ab-docs/CHQ_S73X961NCFNK.pdf
633898b3-1827-4ead-bdf4-19186abdd655,0306bb9f-3644-4d8b-ab42-d532c54439c3,PAPPU YADAV,Medical College Hospital Gorakhpur,ACCT_W7E5FL3UOASOO0AT,BARB0788K6O,Axis Bank,Gorakhpur Main Branch,False,s3://up-ab-docs/CHQ_LQRQW8MX33XA.pdf
f7b7dc85-5d03-410f-a810-f7e1befbf22d,826bb3c7-e3a4-46d7-a157-b370dc2e7ec0,HEMANT KUMAR,Singh & Gupta Orthopaedic Centre,ACCT_XSSEVC4WIW0EMN46,CNRB0UL320P,Bank of Baroda,Moradabad Main Branch,False,s3://up-ab-docs/CHQ_AVP9IRNOVOQS.pdf
ec51a8b8-30d0-4232-843b-c83f2cb5268a,1ab89dc0-9656-4e5d-be4c-cb4af81cb6ca,ARVIND KUMAR,Tiwari & Tiwari Hospital & Research Centre,ACCT_4WTQMB6UGFYJCGVS,BARB0WAIM4G,HDFC Bank,Kaushambi Main Branch,True,s3://up-ab-docs/CHQ_1567MIY9VYTL.pdf
bbf4e054-872a-47f0-91a3-f7f2b8961d27,95b396b3-a7b5-4ead-950a-344bb0e2e82d,ROHIT KUMAR,Dr. Mishra Orthopaedic Centre,ACCT_1HY0CAORQQD0CD68,CNRB0L0Y3GA,Bank of Baroda,Sant Kabir Nagar Main Branch,False,s3://up-ab-docs/CHQ_LNUL3WJ0HSXH.pdf
a006f3bc-2d91-43b0-9363-26b65106b645,e82a7601-d470-48ca-9608-5019c046d880,UMESH KUMAR,Women Hospital Hardoi,ACCT_Y5YKLY5YX2RM51KJ,SBIN0PR2P6S,UP Gramin Bank,Hardoi Main Branch,False,s3://up-ab-docs/CHQ_4Z13Z5GT0MOF.pdf
2f11e986-5157-46e1-b803-d9fb1956a9d7,d2d71c15-213b-466d-89a0-cf8cd46262dd,HARI OM KURMI,Primary Health Centre Rasulabad,ACCT_Z2WLSZTIA4QR7PEY,CNRB0IC9ODL,Punjab National Bank,Kanpur Nagar Main Branch,False,s3://up-ab-docs/CHQ_ND19QBFP0D6X.pdf
5ab1447b-4365-49a8-a7ae-1446b8e9a186,553815e9-2e4c-4548-b1aa-384955efe102,PRADEEP KUMAR,Women Hospital Farrukhabad,ACCT_A3GIUHWQ2HIQ9R8N,BARB0JG4GCV,Bank of Baroda,Farrukhabad Main Branch,True,s3://up-ab-docs/CHQ_HWQ4H5V212V6.pdf
75988fc5-dcf4-467d-a60e-06a647c69337,0fdb4a5d-7ce4-4089-8a48-4f60009d0228,ARVIND KUMAR,Durga Multispeciality Hospital,ACCT_Z6PSW0G16OAY8ALN,ALLA0AR0VFY,Punjab National Bank,Ghaziabad Main Branch,False,s3://up-ab-docs/CHQ_EOR2UE99T6CU.pdf
492766f3-afcd-4abd-b03d-a808bf1539eb,1d3a19ae-1cbb-4be6-9eb5-c7fb27c37f56,SUSHIL KUMAR,Sub-District Hospital Agra,ACCT_8C45VHX7GMKHEQ2M,ALLA0IIB03B,UP Gramin Bank,Agra Main Branch,False,s3://up-ab-docs/CHQ_D3TTB0LHVV5S.pdf
3e17c0f2-7d26-416b-9982-fa5bfa37a793,89922aea-4531-4d7a-bd0f-f69598d210d9,RAM PRASAD,Medical College Hospital Barabanki,ACCT_QHM0VOT5B5E9ZTP1,UPCB0YXF6GY,Bank of India,Barabanki Main Branch,True,s3://up-ab-docs/CHQ_AYRPC4IE659C.pdf
4618e8bc-ec7f-4bb9-a5fc-e16e500b95d1,e2e727d4-9d94-4289-b802-c49ccd07eacf,SUSHIL KUMAR,Sub-District Hospital Azamgarh,ACCT_NHEE3I84M2BUFBYM,BARB0J0H5TI,State Bank of India,Azamgarh Main Branch,False,s3://up-ab-docs/CHQ_8OUDHRSX9XKI.pdf
fbcf5748-9d96-4b19-a8f0-93a8143f5980,eae81fbf-5d63-4f6c-8ac7-e57c3756f6ea,VIRENDRA SINGH,District Hospital Fatehpur,ACCT_KS5M3JHLUJWDCXET,ALLA03A3OUL,State Bank of India,Fatehpur Main Branch,False,s3://up-ab-docs/CHQ_DFRN8T81YKPK.pdf
e598a2f2-a1a6-40d6-a984-7b92a846584c,c5111042-5405-4a6a-8a2e-af7fdcba722a,RAVI SHANKAR KUMAR,Urban Community Health Centre Modinagar,ACCT_TGYKTDDLNIPKFF4I,HDFC09G0WPI,Union Bank of India,Ghaziabad Main Branch,False,s3://up-ab-docs/CHQ_29OERL4SAYQX.pdf
f5f8ef55-4125-421c-8f94-1651605b04bd,d2bff3da-843f-4478-8e9f-63581ac43517,SHYAM LAL DUBEY,Dr. Singh Surgical Centre,ACCT_H6XCJ9OX9UEEMGLH,UPCB0C5E5JP,Axis Bank,Siddharthnagar Main Branch,True,s3://up-ab-docs/CHQ_1OG51IL6QV23.pdf
39e84e0a-fe50-453f-b5f1-429187f924cf,b021220d-d23d-482d-a75c-997064c3ae1a,SANJAY KUMAR,Combined Hospital Hardoi,ACCT_8O1BSDZS0U4DRCW7,CNRB0GZ9080,HDFC Bank,Hardoi Main Branch,False,s3://up-ab-docs/CHQ_MYRVA1A9L07Z.pdf
5df4a899-cb5c-4ee5-8471-1cc0ed416618,e57023f4-4ae9-4610-8988-ef0aea4418a9,MANOJ KUMAR,Urban Community Health Centre Bara,ACCT_LDJFGCWHFW68F6E6,BARB0HCHH3A,Union Bank of India,Prayagraj Main Branch,True,s3://up-ab-docs/CHQ_THFM268U94XY.pdf
bc0a7f97-e07a-46d6-bd74-36a1d7bb0fc7,2562603a-f641-494b-9a83-8ed4199c35c2,RAM PRASAD,Dr. Singh Medical Centre,ACCT_LC5U8IIUBPIGAFQ3,ALLA0317UPX,Bank of India,Siddharthnagar Main Branch,False,s3://up-ab-docs/CHQ_BQETPFOJ0INH.pdf
a24db468-7fe7-4cdd-9870-99ac7926c2ae,490159cc-18a1-478d-932a-8aca001b6a7e,MANOJ KUMAR,Combined Hospital Jaunpur,ACCT_WCXF28AE2JKTJHF4,CNRB0BR3HEI,Bank of India,Jaunpur Main Branch,True,s3://up-ab-docs/CHQ_G0T7E33PBMGV.pdf
53b80c3c-e6bd-4f96-9640-bdceb3bfd5fc,44958a58-81df-434f-96f0-be6dfd69bf93,PAPPU YADAV,Dr. Mishra Medical Centre,ACCT_XFJJ7RSL8CLRHCGD,UPCB08JG6CO,Punjab National Bank,Kanpur Dehat Main Branch,False,s3://up-ab-docs/CHQ_23W8AY6NE816.pdf
30bd36b4-c71b-4400-ac1e-6b613a8facb8,757a18c5-44c9-452a-9bcd-3e80d3a727c3,MANOJ KUMAR,Primary Health Centre Kannauj Block 8,ACCT_NDQVYTHIR8V55SK7,ALLA0XNXCC6,Bank of India,Kannauj Main Branch,False,s3://up-ab-docs/CHQ_7RL65JXSW3GJ.pdf
5e1fb898-b5cc-49f0-a9d5-10f6fbc0340e,ac3fb7ca-4212-4d8d-b52b-57c23a2b041d,DEEPAK KUMAR,Urban Community Health Centre Saharanpur Block 2,ACCT_7XWKC7CWMW2GCYEC,CNRB0CUO2TR,HDFC Bank,Saharanpur Main Branch,True,s3://up-ab-docs/CHQ_6K72LOM8AA2H.pdf
ca9629b7-2837-4d15-a123-5b0730f88cc8,4cafab4d-d68d-491e-8179-1cbedb8d964f,PAPPU YADAV,Singh & Verma Maternity & General Hospital,ACCT_Z9RYAHGUCZKOLSEB,UPCB0YW08AI,Allahabad Bank,Gorakhpur Main Branch,False,s3://up-ab-docs/CHQ_IL9IJL9NNPIE.pdf
