staff_id,hospital_id,name,registration_number,qualifications,phone,email,experience_years,role_type
2c24d08e-6f5f-472e-850d-72ad36cf4c21,d69260e4-339a-4592-adcd-ab5e5fab0286,DR. DEVENDRA KUMAR SINGH,REG_RZCFINFG,MBBS MS MCh,7713805064,,9.6,PRIMARY_CLINICIAN
d8e62eae-5c3c-41b0-8253-7db1d75b779c,01b1ac9a-b279-4287-b7c9-672a9f739faf,DR. ARVIND KUMAR,REG_5P513YII,MBBS MS MCh,9527737026,,9.5,PAEDIATRICIAN
0141d8e7-06aa-4ee9-ac8b-a730080ebb1c,01b1ac9a-b279-4287-b7c9-672a9f739faf,DR. SUSHILA DEVI,REG_90VAXV43,MBBS,7573664124,,27.7,SURGEON
870d14a4-f60e-4ff2-a224-9a96289f5aa3,01b1ac9a-b279-4287-b7c9-672a9f739faf,DR. USHA DEVI,REG_1NX121J9,MBBS MS,9807478632,,26.9,PAEDIATRICIAN
92a10a03-9caa-49fd-98c1-553f358aa558,01b1ac9a-b279-4287-b7c9-672a9f739faf,DR. SAROJ DEVI,REG_MB2ZTESH,MBBS MD,9430527380,,7.4,GYNAECOLOGIST
271f1141-8dc9-485d-b183-aad491b53577,01b1ac9a-b279-4287-b7c9-672a9f739faf,DR. RAMU KAKA,REG_A4LOUUY2,MBBS DA,9654431996,,6.8,RADIOLOGIST
a7570891-6337-43c9-b1be-f7cb8a05a1ed,01b1ac9a-b279-4287-b7c9-672a9f739faf,DR. ANITA DEVI,REG_5OMME5B8,MBBS MD DM,9635752957,,21.5,ANAESTHETIST
9ac4dd8f-7eb6-40de-b0e3-6afc13a07dd6,01b1ac9a-b279-4287-b7c9-672a9f739faf,DR. USHA DEVI,REG_KW7P59PI,MBBS MD,7634534134,,22.7,PRIMARY_CLINICIAN
105cda13-e451-48c4-8163-af5a6ec0885e,01b1ac9a-b279-4287-b7c9-672a9f739faf,DR. SUSHILA DEVI,REG_F3A7JLTO,MBBS MD,8156449863,,23.2,SURGEON
9e566548-e5fd-4ba6-9ef0-cb27dc892290,2c47cf2f-06c6-439a-8bd4-b8057bc14e83,DR. SEEMA DEVI,REG_N70SJGCV,MBBS MD,9655875107,,26.8,GYNAECOLOGIST
25e60e8e-bbd1-426a-8fe4-8e8e44b84c4f,2c47cf2f-06c6-439a-8bd4-b8057bc14e83,DR. SANTOSH KUMAR,REG_GZES8S2I,MBBS MS,7895869905,,8.3,GYNAECOLOGIST
b2fb3d32-3100-4e0d-957e-c5da232eb8a5,2c47cf2f-06c6-439a-8bd4-b8057bc14e83,DR. SUSHIL KUMAR PASI,REG_LJP5NCXH,MBBS MS MCh,9817161793,,21.2,GYNAECOLOGIST
1d9ff99d-6108-4ebf-a9f3-840a12b54e08,2c47cf2f-06c6-439a-8bd4-b8057bc14e83,DR. MUNNI DEVI,REG_LT7I084F,MBBS DNB,9415248115,,21.7,GYNAECOLOGIST
4877a029-30da-4989-9c83-18281a15a006,2c47cf2f-06c6-439a-8bd4-b8057bc14e83,DR. SAVITRI DEVI,REG_JAKKIDFW,MBBS,9610815959,,20.1,ANAESTHETIST
5dd2989d-f712-431c-a5d8-74e283a91d42,2c47cf2f-06c6-439a-8bd4-b8057bc14e83,DR. SHIV KUMAR GUPTA,REG_8XD7ZLN9,MBBS MS MCh,9478744560,,5.1,GYNAECOLOGIST
119ebf48-a3b2-4130-9d24-4276eafa1c1a,3bfa5202-683d-4c96-b57e-d90f4e583b89,DR. RADHA DEVI,REG_XN3WR3EL,MBBS MD,7627036496,,30.6,RADIOLOGIST
07a95b4c-c9b6-4b6a-823a-d5826a18366b,3bfa5202-683d-4c96-b57e-d90f4e583b89,DR. PHOOL KUMARI,REG_PJLL3L37,MBBS DNB,7948664968,,4.9,ANAESTHETIST
2237ee91-9cd0-494a-b606-c95df0774913,3bfa5202-683d-4c96-b57e-d90f4e583b89,DR. MUNNI DEVI,REG_KI91BTMU,MBBS MD DM,9465718806,,3.0,ANAESTHETIST
331995bb-1c62-4dc1-9532-4048c19cc91f,3bfa5202-683d-4c96-b57e-d90f4e583b89,DR. SURESH KUMAR KURMI,REG_1PIAPXQ9,MBBS DA,9440723085,,23.3,ANAESTHETIST
c5802d7d-7c41-4f63-b8c7-429da586959d,3bfa5202-683d-4c96-b57e-d90f4e583b89,DR. HEMANT KUMAR DUBEY,REG_UDMKFRN9,MBBS DNB,7075241728,,29.0,PAEDIATRICIAN
50086a96-da20-4e66-88cd-f9f7ac6dda90,3bfa5202-683d-4c96-b57e-d90f4e583b89,DR. SARASWATI DEVI,REG_Y3DTFGHY,MBBS DA,7901013930,,16.2,PRIMARY_CLINICIAN
177e6804-9433-47a2-b623-ff030bdb6784,3bfa5202-683d-4c96-b57e-d90f4e583b89,DR. ROHIT KUMAR,REG_1U5HIQOH,MBBS DNB,7745096685,,24.6,GYNAECOLOGIST
41636c7c-41e2-434c-a1e7-4a755f98865a,3bfa5202-683d-4c96-b57e-d90f4e583b89,DR. SHIV KUMAR SHARMA,REG_ONIHLFLZ,MBBS MD DM,9456674854,,9.8,PRIMARY_CLINICIAN
9e314039-9188-4604-a505-fd020aeb3f38,7930b01e-fe60-4367-b07f-3ebc6726b6e3,DR. POONAM DEVI,REG_05G4VERC,MBBS DNB,9433196150,,34.3,SURGEON
fbb2c99c-4eb7-4ac6-9af5-0eafc3594ffd,7930b01e-fe60-4367-b07f-3ebc6726b6e3,DR. MANJU DEVI,REG_IE534D6F,MBBS MD,8162799660,,24.1,PAEDIATRICIAN
d1b124d9-cef1-44ac-a3a0-b85e9ce96401,7930b01e-fe60-4367-b07f-3ebc6726b6e3,DR. RADHA DEVI,REG_0P041TY7,MBBS,7643359036,,22.4,ANAESTHETIST
43d7beda-d3e6-4cc0-b352-986dc3e67d5c,7930b01e-fe60-4367-b07f-3ebc6726b6e3,DR. JAGDISH PRASAD,REG_K4FMK7Y8,MBBS MD DM,9686671518,,12.2,GYNAECOLOGIST
953f2283-6007-466c-b8b4-098e9ea73404,7930b01e-fe60-4367-b07f-3ebc6726b6e3,DR. MUNNI DEVI,REG_I2F1CX13,MBBS DA,7928074172,,11.6,ANAESTHETIST
9930d579-7c00-46d8-9127-5415c4060ce4,7930b01e-fe60-4367-b07f-3ebc6726b6e3,DR. PUSHPA DEVI,REG_I3I7ZV1O,MBBS MS,7913218754,,30.4,GYNAECOLOGIST
d82db13c-354f-4446-b4db-4d399cc30fab,7930b01e-fe60-4367-b07f-3ebc6726b6e3,DR. MUKESH KUMAR,REG_OSVLO1PQ,MBBS DA,9686360115,,26.5,PAEDIATRICIAN
150013c6-8766-4f50-8ad4-490661f881dc,7930b01e-fe60-4367-b07f-3ebc6726b6e3,DR. RAM PRASAD KUMAR,REG_1KDWR9F6,MBBS DA,9854969393,,18.4,PAEDIATRICIAN
4f0c905d-9524-4f8c-897c-256a55e4a785,ab7a702e-228b-4579-ae2a-65c150f833bf,DR. ROHIT KUMAR,REG_D1QC0M80,MBBS DNB,7563298917,,11.0,ANAESTHETIST
b36208f7-67d5-4fc9-96a9-d6eb9977c9d9,ab7a702e-228b-4579-ae2a-65c150f833bf,DR. RAJU YADAV,REG_HQYDPB4V,MBBS MS,9446444142,,9.8,PRIMARY_CLINICIAN
b9f4e093-4a06-4e32-a336-b0727e2c0af5,ab7a702e-228b-4579-ae2a-65c150f833bf,DR. MANJU DEVI,REG_1MFONH0Z,MBBS DA,7605784249,,11.3,GYNAECOLOGIST
599a2df8-a5b9-4337-8365-c26f1c7ffc8f,4829e973-f82f-4764-b305-7e52cf548e68,DR. RAJEEV KUMAR,REG_DYFP2DKX,MBBS MS MCh,7837620597,,17.2,ANAESTHETIST
40a557b6-d13c-40dd-a012-d98cb520b145,4829e973-f82f-4764-b305-7e52cf548e68,DR. MUNNI DEVI,REG_121IQBFR,MBBS,7998169273,,31.5,PRIMARY_CLINICIAN
e9d6a162-d4d9-4a23-8857-bf2fb0b96493,4829e973-f82f-4764-b305-7e52cf548e68,DR. SAVITRI DEVI,REG_QM79MEQA,MBBS MD,8009248633,,26.8,SURGEON
65f4388f-fe47-4efc-9b07-43499e1bf55e,4829e973-f82f-4764-b305-7e52cf548e68,DR. RAJESH KUMAR KURMI,REG_K8L3ZO22,MBBS MD DM,8040263026,,3.4,RADIOLOGIST
d77b35cf-41bf-430a-8337-51fb96126cee,4829e973-f82f-4764-b305-7e52cf548e68,DR. DINESH KUMAR TIWARI,REG_80F2BM2C,MBBS MS,9450169491,,24.0,ANAESTHETIST
38b5c51b-114a-4d01-8c7a-7e7dd248adc3,4829e973-f82f-4764-b305-7e52cf548e68,DR. DRAUPADI DEVI,REG_0UHC94TE,MBBS DA,9568587750,,13.5,PAEDIATRICIAN
03d782eb-2bec-409c-baee-6322a83117be,a8bca0d7-22da-4393-aa6e-c853ffe030e7,DR. ROHIT KUMAR BIND,REG_RPJTC44O,MBBS DA,7043175417,,11.0,ANAESTHETIST
e97d4f76-b1d8-4e0f-a605-fd2d09cd9612,a8bca0d7-22da-4393-aa6e-c853ffe030e7,DR. SUSHIL KUMAR,REG_3IXU4OSC,MBBS MD,7812366069,,31.6,ANAESTHETIST
6100fb9d-4f08-45c2-bd76-14c0aadb0fc3,a8bca0d7-22da-4393-aa6e-c853ffe030e7,DR. VIJAY KUMAR,REG_DUZWZERV,MBBS MD DM,9508151071,,32.1,GYNAECOLOGIST
6d1a920b-c940-4dfd-b919-74c581d4bc9a,a8bca0d7-22da-4393-aa6e-c853ffe030e7,DR. DRAUPADI DEVI,REG_W4OJTE06,MBBS DNB,7972070253,,32.1,GYNAECOLOGIST
73a3fd1f-f984-4701-8b8f-04ac55064859,a8bca0d7-22da-4393-aa6e-c853ffe030e7,DR. LAXMI DEVI,REG_MN46NF04,MBBS MD,7006726131,,27.9,PRIMARY_CLINICIAN
a6ee6621-4150-45e9-9d35-2f109087d381,a8bca0d7-22da-4393-aa6e-c853ffe030e7,DR. LEELA DEVI,REG_LDES1QSG,MBBS MS MCh,7645990930,,3.8,PAEDIATRICIAN
8c9fe32a-bd70-4d52-92d2-60fdff85427c,a8bca0d7-22da-4393-aa6e-c853ffe030e7,DR. URMILA DEVI,REG_4YWPP4B9,MBBS DNB,8060348671,,5.7,ANAESTHETIST
c51f10ed-8a70-4406-9eaf-d99db6d555b6,20f10240-070c-42f6-a7aa-4152217b8794,DR. AMIT KUMAR,REG_W4SPXC79,MBBS MD DM,9646151403,,1.2,SURGEON
aa187254-5bb3-4389-a442-1af560bb3fb8,20f10240-070c-42f6-a7aa-4152217b8794,DR. BRIJESH KUMAR,REG_CT415QA4,MBBS DNB,8060728343,,5.9,PRIMARY_CLINICIAN
4ed962ae-fc54-41ce-9e86-ee919a454065,20f10240-070c-42f6-a7aa-4152217b8794,DR. GULABO DEVI,REG_NY8IBLGF,MBBS MD,9734109255,,8.6,ANAESTHETIST
91d92b0a-69f1-4ee1-9591-f2ec2dbaf251,c0ac23d2-7ed2-48c4-be3c-67f131b622ea,DR. PUSHPA DEVI,REG_7CTHFHET,MBBS DNB,8185015003,,17.4,PRIMARY_CLINICIAN
4208e769-844f-434f-a14e-cca8670401b2,c0ac23d2-7ed2-48c4-be3c-67f131b622ea,DR. SAVITRI DEVI,REG_MSV30OSA,MBBS MS MCh,8029548682,,33.2,PAEDIATRICIAN
4e2d0037-4c03-4f5f-b2f3-e207591e3166,c0ac23d2-7ed2-48c4-be3c-67f131b622ea,DR. RANI DEVI,REG_IWFAMKUF,MBBS MS,7850597541,,16.5,ANAESTHETIST
b160871c-c5ba-473d-a688-daef1b76227c,c0ac23d2-7ed2-48c4-be3c-67f131b622ea,DR. DINESH KUMAR,REG_UQNPMV94,MBBS MS,9545094953,,4.9,PAEDIATRICIAN
dc7004e5-e3c5-4889-bc46-7b2a7233b4c3,14622dbc-3e07-4dfa-83e9-fee29cb49118,DR. KAMLA DEVI,REG_K02VWRJ5,MBBS MD,9777500514,,33.0,PAEDIATRICIAN
9fb0c5ff-3b16-4d80-828d-73e28a737cfe,14622dbc-3e07-4dfa-83e9-fee29cb49118,DR. RAMESH CHANDRA,REG_IRQ0JBB4,MBBS MS MCh,7528472104,,11.6,PAEDIATRICIAN
d9e49910-3d75-42b4-8b20-7fa8d1a35538,14622dbc-3e07-4dfa-83e9-fee29cb49118,DR. KALAWATI DEVI,REG_HPD14YZZ,MBBS MD DM,9731297628,,32.5,ANAESTHETIST
8d6ea1f8-c607-4118-b3cc-ec0034e14b60,14622dbc-3e07-4dfa-83e9-fee29cb49118,DR. ARVIND KUMAR,REG_11M3KJCL,MBBS DNB,7054794418,,29.8,PAEDIATRICIAN
895a5f83-acd6-4c31-8f9c-3eed0444040b,14622dbc-3e07-4dfa-83e9-fee29cb49118,DR. VIRENDRA SINGH,REG_5UTK1T5V,MBBS MS,9648784139,,21.3,GYNAECOLOGIST
f55a91c1-9302-44e2-8f51-9ea7e96d2f62,14622dbc-3e07-4dfa-83e9-fee29cb49118,DR. HEMANT KUMAR,REG_BSVZWAHF,MBBS DNB,7944438799,,3.9,GYNAECOLOGIST
edccb0df-86aa-45b0-b97d-3a3e98a59212,14622dbc-3e07-4dfa-83e9-fee29cb49118,DR. SHEELA DEVI,REG_F4HRDPRW,MBBS MD,7573854908,,31.9,PRIMARY_CLINICIAN
5a0268f1-fbb0-474f-a7c5-c8b854127e99,14622dbc-3e07-4dfa-83e9-fee29cb49118,DR. PREM SHANKAR,REG_B55S79JG,MBBS DA,8105792052,,8.7,RADIOLOGIST
a8add0ca-a1af-4cc4-a789-8591aa62487c,7874e354-349f-4c7f-afe1-cd8abcbf9343,DR. REENA DEVI,REG_EXC48JMK,MBBS MS MCh,7603019851,,12.1,PRIMARY_CLINICIAN
500c34ca-aef2-424a-a613-fc3e9e0adb87,7874e354-349f-4c7f-afe1-cd8abcbf9343,DR. SHEELA DEVI,REG_BOBYUJT9,MBBS DNB,9523869057,,15.8,GYNAECOLOGIST
2ba63193-dd38-4a3f-a9d9-12b36e2bc579,7874e354-349f-4c7f-afe1-cd8abcbf9343,DR. SUNITA DEVI,REG_1RTZLO2O,MBBS MS MCh,9694833047,,30.5,SURGEON
ca74b2a5-b02f-493b-8608-6c8ed48071ff,7874e354-349f-4c7f-afe1-cd8abcbf9343,DR. POONAM DEVI,REG_W6GTKEP5,MBBS MS,7684669287,,1.4,ANAESTHETIST
fe56f464-dfd1-4ddd-bf09-6bab1c85e711,7874e354-349f-4c7f-afe1-cd8abcbf9343,DR. DINESH KUMAR,REG_LO9SAM4D,MBBS MD,9779638748,,30.3,PAEDIATRICIAN
f1ce9b9a-4552-488d-a13e-64542a197f9a,7874e354-349f-4c7f-afe1-cd8abcbf9343,DR. SEEMA DEVI,REG_MO8B6V0W,MBBS,8099152416,,23.5,SURGEON
3b56cae5-6c87-4436-a29f-c6c0741f6761,415e594d-ec73-4fd4-b01a-0eae58bacad9,DR. DINESH KUMAR,REG_7TX12PK4,MBBS MS,9486290585,,17.6,PRIMARY_CLINICIAN
c04284f6-f5a4-41ce-9d14-2843319cf34d,415e594d-ec73-4fd4-b01a-0eae58bacad9,DR. ASHOK KUMAR KURMI,REG_1MJ2T935,MBBS DNB,9620675120,,6.8,PAEDIATRICIAN
53c683c9-f0a8-4c78-ac07-1d6d4f28ba3a,415e594d-ec73-4fd4-b01a-0eae58bacad9,DR. REKHA DEVI,REG_I0ACVV3V,MBBS DNB,8189883050,,10.0,PRIMARY_CLINICIAN
e1d5beff-97b7-4e48-8875-c8cb7a26ea40,415e594d-ec73-4fd4-b01a-0eae58bacad9,DR. RAJEEV KUMAR,REG_99JD0KTB,MBBS DA,7730896892,,23.7,PAEDIATRICIAN
a01d4e6d-ce27-4c59-b628-b84cd2535ea6,8b5dde1e-f33c-4840-9ed7-e11c9ef89c2d,DR. RAVINDRA NATH,REG_OLBRWZ4R,MBBS MD DM,9631100970,,6.8,PRIMARY_CLINICIAN
71965ccf-adf7-43e7-b1d6-1e9c34682716,8b5dde1e-f33c-4840-9ed7-e11c9ef89c2d,DR. KUSUM DEVI,REG_05NJFREG,MBBS MD DM,7999696420,,16.2,SURGEON
4306b5f2-f189-42d2-bb3c-ab894ccfa164,8b5dde1e-f33c-4840-9ed7-e11c9ef89c2d,DR. PUSHPA DEVI,REG_D93AL9SZ,MBBS,7973754015,,28.6,ANAESTHETIST
1195a2d9-8fed-4bbe-a951-76029765c887,8b5dde1e-f33c-4840-9ed7-e11c9ef89c2d,DR. PHOOL KUMARI,REG_5TLHRX6C,MBBS MS MCh,7860255059,,13.0,PAEDIATRICIAN
e2054266-f27b-4978-9134-f486683e4abe,8b5dde1e-f33c-4840-9ed7-e11c9ef89c2d,DR. PHOOL KUMARI,REG_3LMVZKHP,MBBS DNB,7856797765,,30.4,GYNAECOLOGIST
cdb711fd-c756-4538-a422-4296fbbaaa74,f7254784-38dd-420f-b5df-7b8d170d3452,DR. GUDDU KUMAR,REG_0B4K9WLA,MBBS,9806068235,,9.6,PAEDIATRICIAN
74278058-fd88-4acc-b456-8af85a62207f,f7254784-38dd-420f-b5df-7b8d170d3452,DR. GUDDU KUMAR,REG_D69HXVKZ,MBBS MS MCh,7670618164,,12.7,SURGEON
4ef897a0-5957-4069-8144-94e66058e4c9,f7254784-38dd-420f-b5df-7b8d170d3452,DR. MANJU DEVI,REG_UFCBO845,MBBS MS MCh,7725767427,,23.8,GYNAECOLOGIST
f92cf64d-7233-4c38-838a-648a887496fb,f7254784-38dd-420f-b5df-7b8d170d3452,DR. VIJAY KUMAR,REG_ETLTDQ4W,MBBS,7737087844,,17.2,SURGEON
0fd7ed6d-98fe-4c07-87c7-c8d3efdd6701,f7254784-38dd-420f-b5df-7b8d170d3452,DR. SUMITRA DEVI,REG_DWOCZ23Q,MBBS MS,8158773434,,17.1,PAEDIATRICIAN
b928e5b4-866f-4d83-bde2-5cba307f2a79,f7254784-38dd-420f-b5df-7b8d170d3452,DR. SHEELA DEVI,REG_GWZRPNRU,MBBS MD DM,7549479676,,33.2,PAEDIATRICIAN
6878f25d-18ef-47e1-843e-532c80e2f26d,f7254784-38dd-420f-b5df-7b8d170d3452,DR. DRAUPADI DEVI,REG_IMBMA8GT,MBBS,9681918273,,28.6,PRIMARY_CLINICIAN
459565b3-beb5-453d-9ae9-86769a7f9c0e,f7254784-38dd-420f-b5df-7b8d170d3452,DR. RADHA DEVI,REG_P60A3YVK,MBBS,9684661294,,7.2,GYNAECOLOGIST
b268e0be-b42b-4589-b1fb-6be798346e30,03980638-e27c-4ced-8df0-ecfead3b8496,DR. DEEPAK KUMAR,REG_4PVS5Z59,MBBS DNB,9700307799,,2.5,PAEDIATRICIAN
57f093e1-39fa-4238-a94e-b21ace7e8a33,03980638-e27c-4ced-8df0-ecfead3b8496,DR. SHEELA DEVI,REG_505DNZ35,MBBS MS MCh,7761973938,,28.0,PRIMARY_CLINICIAN
1778b36f-7197-4848-be50-ad2c37fc5c38,03980638-e27c-4ced-8df0-ecfead3b8496,DR. KAMLA DEVI,REG_SPF0H9VC,MBBS MD,9774433936,,6.7,SURGEON
976f9282-d5b8-416c-807c-4387dfec741f,03980638-e27c-4ced-8df0-ecfead3b8496,DR. SANTOSHI DEVI,REG_N6KR4HU1,MBBS DA,7607359313,,10.5,ANAESTHETIST
12a1544b-23b4-47ab-94e8-b6e7ddb486e5,03980638-e27c-4ced-8df0-ecfead3b8496,DR. UMESH KUMAR RAJBHAR,REG_8UPC5ZNW,MBBS MD DM,9864639470,,10.6,PRIMARY_CLINICIAN
7cf46c61-9e40-4ab2-bc73-36b7a43c6e34,fe6b0548-b615-4c70-acb7-dbf0b2167390,DR. SARASWATI DEVI,REG_SM1NZC2P,MBBS DA,8033285482,,24.3,SURGEON
56d8b163-1984-400c-96ff-e6375a542de0,fe6b0548-b615-4c70-acb7-dbf0b2167390,DR. NIRMALA DEVI,REG_9R3HN9BI,MBBS,7687914814,,28.8,PRIMARY_CLINICIAN
c2c2af69-9844-4017-99e7-73a2ad860d96,fe6b0548-b615-4c70-acb7-dbf0b2167390,DR. SHYAM LAL KUMAR,REG_3EJH9EJL,MBBS,7749289360,,33.9,PRIMARY_CLINICIAN
c8db8b7b-8f27-4f16-a9f9-a0d800de7c53,fe6b0548-b615-4c70-acb7-dbf0b2167390,DR. DINESH KUMAR,REG_YT7ALG3M,MBBS MD,9801600234,,11.0,SURGEON
8a70e649-69e0-4226-88a4-e83b0d40cae5,fe6b0548-b615-4c70-acb7-dbf0b2167390,DR. KIRAN DEVI,REG_1W3BYJZU,MBBS DNB,7847099722,,13.1,SURGEON
a75ce819-7dc2-44ba-a8ec-19a48f561a94,fe6b0548-b615-4c70-acb7-dbf0b2167390,DR. KALAWATI DEVI,REG_BJ1FTRSV,MBBS,9805970531,,4.3,PAEDIATRICIAN
e2fcfe97-fece-4ce9-a104-e0f2aefee5ac,85d41920-65fe-4bee-bc7b-77c3b478e92e,DR. RAJEEV KUMAR,REG_5ML3Y6R5,MBBS MD,9513428076,,6.3,PAEDIATRICIAN
4820fb33-7f22-43e8-97a0-96dd1da1a40d,85d41920-65fe-4bee-bc7b-77c3b478e92e,DR. KIRAN DEVI,REG_PT435WMI,MBBS MS MCh,8037020732,,22.7,ANAESTHETIST
1286bda0-5960-46ea-87d6-421a8a4e01cb,85d41920-65fe-4bee-bc7b-77c3b478e92e,DR. ANITA DEVI,REG_21JAL1FM,MBBS,7079186849,,24.8,PRIMARY_CLINICIAN
3079047d-d17a-41ba-80a4-c0b96b00ea4d,85d41920-65fe-4bee-bc7b-77c3b478e92e,DR. RAJEEV KUMAR,REG_TETVK7LW,MBBS MS,9825048296,,13.1,GYNAECOLOGIST
97ee949e-e21e-43e9-b419-24d357bddd31,85d41920-65fe-4bee-bc7b-77c3b478e92e,DR. SURESH KUMAR,REG_HXA3EL5X,MBBS MD DM,7692731917,,14.5,GYNAECOLOGIST
f935eae4-9d4b-4a26-9dc4-867c85e798d6,85d41920-65fe-4bee-bc7b-77c3b478e92e,DR. NARESH KUMAR,REG_X7FR11FI,MBBS,8127677403,,9.4,ANAESTHETIST
87d18363-7b73-4370-b874-f3cac4249121,85d41920-65fe-4bee-bc7b-77c3b478e92e,DR. RAM PRASAD,REG_VZEPVOQ7,MBBS,7834120651,,12.2,PRIMARY_CLINICIAN
6914f970-334f-4483-b51c-fc3ec67393ac,2bf50a3a-2318-4c54-ba0f-e5797d1825e9,DR. PHOOL KUMARI,REG_N8K9WTCM,MBBS MD DM,9675929793,,17.0,SURGEON
06faafbf-f123-401f-bf2b-e3c884e2ff62,2bf50a3a-2318-4c54-ba0f-e5797d1825e9,DR. SHANTI DEVI,REG_UYPU2IID,MBBS MD,9602490707,,15.3,PAEDIATRICIAN
33928832-2fa4-423a-89d0-77e273b1e2d1,2bf50a3a-2318-4c54-ba0f-e5797d1825e9,DR. MUKESH KUMAR,REG_2TDSZKES,MBBS,9481358113,,30.5,RADIOLOGIST
01ddbde9-24a3-4cea-a720-28279f6d1f7e,2bf50a3a-2318-4c54-ba0f-e5797d1825e9,DR. RAMESH CHANDRA,REG_41DI31OD,MBBS MS MCh,9540030494,,34.9,PAEDIATRICIAN
279fdd67-0ebb-4029-803b-d0bb4192bf85,55aec539-fde1-4ea1-8ae6-a6c140b652a3,DR. KAMLA DEVI,REG_SQTA6VOO,MBBS DA,7067739742,,17.8,PRIMARY_CLINICIAN
0203657c-9ef1-469e-9a14-ff1e2218fbe2,55aec539-fde1-4ea1-8ae6-a6c140b652a3,DR. LAKHAN LAL CHAUHAN,REG_JUZI7IGW,MBBS MD DM,7693603550,,15.9,PAEDIATRICIAN
e076b06a-374a-43cb-a7f7-070bb78787f9,55aec539-fde1-4ea1-8ae6-a6c140b652a3,DR. RAM PRASAD,REG_TV0RKAZB,MBBS MD,9623269537,,8.4,PRIMARY_CLINICIAN
a2a7be18-3ca9-4f11-86a9-906ea7baf4eb,678a9d99-f865-4498-9cdc-2793d64799e1,DR. UMESH KUMAR,REG_YHCRQZRO,MBBS,9641729425,,6.6,SURGEON
e36cf574-564a-4267-ac32-e5085e8f48d4,678a9d99-f865-4498-9cdc-2793d64799e1,DR. REENA DEVI,REG_XTIPKSJG,MBBS,9739852574,,7.6,ANAESTHETIST
e7edf355-f95f-4599-86f2-518df648ac3c,678a9d99-f865-4498-9cdc-2793d64799e1,DR. SUSHILA DEVI,REG_5NLD1UGE,MBBS,7740308009,,25.7,GYNAECOLOGIST
c479c7f6-e29a-4616-b449-e124c136c96b,678a9d99-f865-4498-9cdc-2793d64799e1,DR. SUSHILA DEVI,REG_21HVPIF4,MBBS MD,7845390359,,23.9,GYNAECOLOGIST
c3d3d990-b46c-4e00-8d96-fa5fbe60898c,678a9d99-f865-4498-9cdc-2793d64799e1,DR. JAGDISH PRASAD SINGH,REG_2D5OK8DE,MBBS MD,9798023905,,20.7,PRIMARY_CLINICIAN
8109e968-84be-450a-8151-dcbf09f49315,678a9d99-f865-4498-9cdc-2793d64799e1,DR. HEMANT KUMAR,REG_98FXFQ81,MBBS MD,7865284426,,16.8,PRIMARY_CLINICIAN
c9a7786e-1c6b-44a6-8e40-55a3b7645c81,60982dad-6a46-4042-8070-db1c1284ef78,DR. PRIYA KUMARI,REG_QZ6ELXMX,MBBS DNB,7974948650,,21.9,PRIMARY_CLINICIAN
705a1d8c-259a-4400-b042-ddccdbb14838,60982dad-6a46-4042-8070-db1c1284ef78,DR. PUSHPA DEVI,REG_5FWB8UN4,MBBS,7034754033,,5.5,PRIMARY_CLINICIAN
9b76b0ab-3a3f-49fb-abd0-a6955081bd1d,60982dad-6a46-4042-8070-db1c1284ef78,DR. PAPPU YADAV,REG_ESORB4Q7,MBBS MS MCh,7739435798,,21.9,ANAESTHETIST
fe969d40-4c49-4d12-85ab-0b4bb6be0e94,60982dad-6a46-4042-8070-db1c1284ef78,DR. SEEMA DEVI,REG_G47OD6Z1,MBBS,7604061271,,10.5,SURGEON
89c3ff2a-c76d-4c51-872e-1c8e5ce56c65,60982dad-6a46-4042-8070-db1c1284ef78,DR. UMESH KUMAR,REG_CWBEYSBT,MBBS MD,9568125625,,13.1,ANAESTHETIST
6184eadc-dbc9-432e-8fcb-285482c3d1df,60982dad-6a46-4042-8070-db1c1284ef78,DR. KAMLA DEVI,REG_W7YVWLEY,MBBS,7506585891,,9.3,PRIMARY_CLINICIAN
6e0d282d-38a0-444b-b113-aea734c88f27,60982dad-6a46-4042-8070-db1c1284ef78,DR. RAJU YADAV,REG_AJT62C6S,MBBS DNB,7572583089,,24.2,ANAESTHETIST
a785015f-58a8-45fd-8bd7-bf9967696812,369c4792-d860-46d9-9e91-928c88baf369,DR. PRIYA KUMARI,REG_6N27SVJK,MBBS DNB,7751013242,,13.9,PAEDIATRICIAN
62241ff1-f4ca-4e4a-8509-1b674d6e7506,369c4792-d860-46d9-9e91-928c88baf369,DR. RAKESH KUMAR,REG_WVYB2WZP,MBBS MS MCh,9590214114,,24.1,PAEDIATRICIAN
a3c9246d-194d-4778-8bea-ed01b3bd679d,369c4792-d860-46d9-9e91-928c88baf369,DR. HEMANT KUMAR,REG_I3T9WHZ7,MBBS MD DM,9898856134,,10.3,ANAESTHETIST
e9ba5812-135f-4d30-aecf-bd93b633ec57,369c4792-d860-46d9-9e91-928c88baf369,DR. SHANTI DEVI,REG_69KHZT96,MBBS DA,9659488416,,10.6,RADIOLOGIST
700157c2-2b6e-4324-8634-dba6ef7f21c5,6e6ec9a2-31f0-4e47-96bd-7c837cf0470f,DR. LAXMI DEVI,REG_7J76YU41,MBBS MD DM,9790771114,,24.8,RADIOLOGIST
3d201cdf-0a24-47f3-8fa3-44e75c8ba01e,6e6ec9a2-31f0-4e47-96bd-7c837cf0470f,DR. MEENA DEVI,REG_UW2MN2UE,MBBS DNB,7707687806,,18.7,PRIMARY_CLINICIAN
